Timestamps, Solar.Rad.W.m2,Precipitation.mm,wind.m.s,air.temp.c
2022-06-17 19:15:00,69.7,0,2.37,22
2022-06-17 19:30:00,72.5,0,2.46,21.8
2022-06-17 19:45:00,34.2,0,2.84,21.2
2022-06-17 20:00:00,14.4,0,1.65,20.9
2022-06-17 20:15:00,11.1,0,1.48,20.4
2022-06-17 20:30:00,4.7,0,2,20.2
2022-06-17 20:45:00,1.2,0,1.8,19.9
2022-06-17 21:00:00,0,0,1.99,19.7
2022-06-17 21:15:00,0,0,2.06,19.4
2022-06-17 21:30:00,0,0,1.81,19.2
2022-06-17 21:45:00,0,0,1.81,19.1
2022-06-17 22:00:00,0,0,2,18.8
2022-06-17 22:15:00,0,0,2.23,18.6
2022-06-17 22:30:00,0,0,2.62,18.4
2022-06-17 22:45:00,0,0.034,2.79,17.2
2022-06-17 23:00:00,0,0,2.32,16.9
2022-06-17 23:15:00,0,0,2.39,17.1
2022-06-17 23:30:00,0,0,2.58,17.2
2022-06-17 23:45:00,0,0,2.85,17.1
2022-06-18 00:00:00,0,0,2.8,16.7
2022-06-18 00:15:00,0,0,3.14,16.4
2022-06-18 00:30:00,0,0.051,3.32,15.3
2022-06-18 00:45:00,0,0.204,3.09,14
2022-06-18 01:00:00,0,0.153,3.02,13.6
2022-06-18 01:15:00,0,0.068,3.06,13.4
2022-06-18 01:30:00,0,0.017,3.13,13.5
2022-06-18 01:45:00,0,0.068,2.55,13.5
2022-06-18 02:00:00,0,0.766,2.15,13.3
2022-06-18 02:15:00,0,0.63,1.68,12.6
2022-06-18 02:30:00,0,0.051,1.44,12.1
2022-06-18 02:45:00,0,0,0.98,11.7
2022-06-18 03:00:00,0,0,1.41,10.8
2022-06-18 03:15:00,0,0,1.64,10.2
2022-06-18 03:30:00,0,0,1.82,9.9
2022-06-18 03:45:00,0,0,1.95,9.6
2022-06-18 04:00:00,0,0,1.72,9.3
2022-06-18 04:15:00,0,0,1.63,9.2
2022-06-18 04:30:00,0,0,1.54,9.2
2022-06-18 04:45:00,0,0,1.28,9.1
2022-06-18 05:00:00,0,0,1.15,9
2022-06-18 05:15:00,1.3,0,1.35,8.9
2022-06-18 05:30:00,2.5,0,1.19,8.7
2022-06-18 05:45:00,5,0,0.89,8.8
2022-06-18 06:00:00,9.8,0,1.21,9
2022-06-18 06:15:00,16.2,0,1.12,9.1
2022-06-18 06:30:00,30.6,0,0.81,9.2
2022-06-18 06:45:00,26.9,0,1.17,9.4
2022-06-18 07:00:00,24.1,0,1.19,9.4
2022-06-18 07:15:00,26.1,0,1.11,9.5
2022-06-18 07:30:00,31.6,0,1.25,9.6
2022-06-18 07:45:00,60.3,0,1.72,9.8
2022-06-18 08:00:00,66.5,0,1.9,9.9
2022-06-18 08:15:00,80.6,0,1.66,9.8
2022-06-18 08:30:00,88.5,0,1.86,9.6
2022-06-18 08:45:00,116.8,0,1.8,9.5
2022-06-18 09:00:00,85.3,0.034,1.52,9.4
2022-06-18 09:15:00,128.9,0.102,1.77,9.3
2022-06-18 09:30:00,175.1,0.034,1.72,9.4
2022-06-18 09:45:00,236.7,0.119,1.59,9.5
2022-06-18 10:00:00,273.2,0,2,9.8
2022-06-18 10:15:00,290.8,0,1.62,10.2
2022-06-18 10:30:00,256.9,0,1.84,10.5
2022-06-18 10:45:00,177.2,0,1.95,10.4
2022-06-18 11:00:00,152.5,0,2.22,10.2
2022-06-18 11:15:00,174.7,0,2.36,10.3
2022-06-18 11:30:00,218.1,0,1.8,10.4
2022-06-18 11:45:00,247.1,0,2.07,10.6
2022-06-18 12:00:00,271.1,0,2.15,10.8
2022-06-18 12:15:00,241.5,0,2.3,10.9
2022-06-18 12:30:00,202.1,0,2.31,10.8
2022-06-18 12:45:00,176.1,0,2.7,10.6
2022-06-18 13:00:00,210.7,0,2.18,10.4
2022-06-18 13:15:00,249,0,2.24,10.6
2022-06-18 13:30:00,180.1,0,1.82,10.8
2022-06-18 13:45:00,154.5,0,2.18,10.9
2022-06-18 14:00:00,160.8,0,2.16,10.9
2022-06-18 14:15:00,108.7,0,2.12,10.7
2022-06-18 14:30:00,123.5,0,1.4,10.6
2022-06-18 14:45:00,154.5,0,1.89,11.1
2022-06-18 15:00:00,141.7,0,1.79,11.3
2022-06-18 15:15:00,113.5,0,1.78,11.5
2022-06-18 15:30:00,105.9,0,1.29,11.6
2022-06-18 15:45:00,100,0,1.5,11.8
2022-06-18 16:00:00,89.2,0,1.07,11.8
2022-06-18 16:15:00,87.4,0,1.05,11.9
2022-06-18 16:30:00,114.9,0,1.34,12.2
2022-06-18 16:45:00,110.7,0,1.54,12.4
2022-06-18 17:00:00,123.3,0,1.54,12.6
2022-06-18 17:15:00,178.3,0,1.53,12.9
2022-06-18 17:30:00,249.6,0,1.48,13.3
2022-06-18 17:45:00,198.7,0,1.32,13.6
2022-06-18 18:00:00,128.4,0,1.14,13.7
2022-06-18 18:15:00,187.9,0,0.87,13.7
2022-06-18 18:30:00,346,0,0.87,14.7
2022-06-18 18:45:00,314.4,0,0.97,15
2022-06-18 19:00:00,98.9,0,0.88,14.8
2022-06-18 19:15:00,92.4,0,0.82,14.2
2022-06-18 19:30:00,40.6,0,1.26,14.4
2022-06-18 19:45:00,44.3,0,1.53,14.3
2022-06-18 20:00:00,27.3,0,1.45,14.1
2022-06-18 20:15:00,17.8,0,1.08,13.7
2022-06-18 20:30:00,11.8,0,0.93,13.2
2022-06-18 20:45:00,5.9,0,1.15,12.8
2022-06-18 21:00:00,1.5,0,1.24,12.7
2022-06-18 21:15:00,0,0,1.08,12.3
2022-06-18 21:30:00,0,0,1.23,12
2022-06-18 21:45:00,0,0,1.3,11.8
2022-06-18 22:00:00,0,0,1.19,11.5
2022-06-18 22:15:00,0,0,1.13,11.5
2022-06-18 22:30:00,0,0,1.17,11.1
2022-06-18 22:45:00,0,0,1.18,10.3
2022-06-18 23:00:00,0,0,1.28,10.2
2022-06-18 23:15:00,0,0,1.22,10.4
2022-06-18 23:30:00,0,0,1.16,9.8
2022-06-18 23:45:00,0,0,1.22,9.4
2022-06-19 00:00:00,0,0,1.06,9.2
2022-06-19 00:15:00,0,0,1.13,9.2
2022-06-19 00:30:00,0,0,1.22,9.3
2022-06-19 00:45:00,0,0,1.59,9.6
2022-06-19 01:00:00,0,0,1.54,9.6
2022-06-19 01:15:00,0,0,1.13,9.1
2022-06-19 01:30:00,0,0,0.9,8.5
2022-06-19 01:45:00,0,0,0.9,8.3
2022-06-19 02:00:00,0,0,1.26,8.3
2022-06-19 02:15:00,0,0,1.1,8.2
2022-06-19 02:30:00,0,0,1.11,7.8
2022-06-19 02:45:00,0,0,1.02,7.7
2022-06-19 03:00:00,0,0,1.15,7.7
2022-06-19 03:15:00,0,0,1.08,7.7
2022-06-19 03:30:00,0,0,1.23,7.6
2022-06-19 03:45:00,0,0,1.27,7.3
2022-06-19 04:00:00,0,0,1.35,6.9
2022-06-19 04:15:00,0,0,1.27,6.8
2022-06-19 04:30:00,0,0,1.56,6.6
2022-06-19 04:45:00,0,0,1.08,6.6
2022-06-19 05:00:00,0,0,1.32,6.3
2022-06-19 05:15:00,0.3,0,1.85,6.3
2022-06-19 05:30:00,3.3,0,1.32,6.1
2022-06-19 05:45:00,10.2,0,1.49,6.1
2022-06-19 06:00:00,17,0,1.7,6.2
2022-06-19 06:15:00,56.6,0,1.47,6.5
2022-06-19 06:30:00,106.9,0,1.32,7
2022-06-19 06:45:00,137.5,0,1.18,7.5
2022-06-19 07:00:00,172,0,1.15,8
2022-06-19 07:15:00,196.9,0,1.05,8.7
2022-06-19 07:30:00,221.7,0,1.49,9.2
2022-06-19 07:45:00,284.1,0,1.36,9.6
2022-06-19 08:00:00,337.2,0,1.59,9.8
2022-06-19 08:15:00,381.6,0,1.78,10.2
2022-06-19 08:30:00,425,0,1.92,10.6
2022-06-19 08:45:00,471.5,0,1.98,11.1
2022-06-19 09:00:00,500.3,0,1.94,11.4
2022-06-19 09:15:00,487,0,2.27,11.9
2022-06-19 09:30:00,561.1,0,2,12.2
2022-06-19 09:45:00,632.5,0,2.56,12.7
2022-06-19 10:00:00,672.9,0,2.56,13.2
2022-06-19 10:15:00,712.3,0,2.11,13.6
2022-06-19 10:30:00,710,0,2.39,13.8
2022-06-19 10:45:00,717.3,0,2.46,14.3
2022-06-19 11:00:00,802.9,0,2.47,14.7
2022-06-19 11:15:00,757.5,0,2.66,14.6
2022-06-19 11:30:00,865.5,0,2.77,15.2
2022-06-19 11:45:00,745.1,0,2.62,15
2022-06-19 12:00:00,870.9,0,2.72,15.8
2022-06-19 12:15:00,882.7,0,2.43,16
2022-06-19 12:30:00,947.8,0,2.61,16.2
2022-06-19 12:45:00,781.2,0,2.52,16.4
2022-06-19 13:00:00,840.1,0,2.86,16.5
2022-06-19 13:15:00,970.3,0,2.65,16.8
2022-06-19 13:30:00,881.3,0,2.48,16.6
2022-06-19 13:45:00,835.3,0,3.15,17
2022-06-19 14:00:00,816.3,0,2.67,17.2
2022-06-19 14:15:00,791.9,0,2.8,17.1
2022-06-19 14:30:00,878.9,0,2.61,17.4
2022-06-19 14:45:00,871.3,0,2.91,17.3
2022-06-19 15:00:00,702.2,0,2.67,16.8
2022-06-19 15:15:00,755.6,0,2.91,17.2
2022-06-19 15:30:00,799.7,0,2.71,17.4
2022-06-19 15:45:00,787.2,0,3.17,17.4
2022-06-19 16:00:00,675.5,0,2.7,17.4
2022-06-19 16:15:00,710.1,0,2.96,17.4
2022-06-19 16:30:00,678,0,2.8,17.4
2022-06-19 16:45:00,641.8,0,3.2,17.3
2022-06-19 17:00:00,600.2,0,3.05,17.3
2022-06-19 17:15:00,556.5,0,2.24,17.4
2022-06-19 17:30:00,510.4,0,2.37,17.2
2022-06-19 17:45:00,470.5,0,2.69,17.2
2022-06-19 18:00:00,421,0,2.12,17.2
2022-06-19 18:15:00,380.6,0,2.54,17
2022-06-19 18:30:00,336.9,0,2.67,16.7
2022-06-19 18:45:00,292.5,0,3.12,16.4
2022-06-19 19:00:00,238.7,0,2.58,16.2
2022-06-19 19:15:00,89,0,2.28,15.8
2022-06-19 19:30:00,35.6,0,2.16,15.4
2022-06-19 19:45:00,29.5,0,2.25,15.1
2022-06-19 20:00:00,24.3,0,1.82,14.7
2022-06-19 20:15:00,18.6,0,1.59,14.3
2022-06-19 20:30:00,11.3,0,1.43,13.6
2022-06-19 20:45:00,4.9,0,1.17,12.8
2022-06-19 21:00:00,0.8,0,1.49,12.5
2022-06-19 21:15:00,0,0,1.57,12.2
2022-06-19 21:30:00,0,0,1.39,12.2
2022-06-19 21:45:00,0,0,1.48,12.1
2022-06-19 22:00:00,0,0,1.58,12.2
2022-06-19 22:15:00,0,0,1.51,12.1
2022-06-19 22:30:00,0,0,1.73,12.2
2022-06-19 22:45:00,0,0,1.53,12.2
2022-06-19 23:00:00,0,0,1.31,11.5
2022-06-19 23:15:00,0,0,1.25,10.6
2022-06-19 23:30:00,0,0,2.03,10.8
2022-06-19 23:45:00,0,0,2.23,11.2
2022-06-20 00:00:00,0,0,2.31,11.1
2022-06-20 00:15:00,0,0,2.39,11.1
2022-06-20 00:30:00,0,0,2.29,11.2
2022-06-20 00:45:00,0,0,2.24,11.4
2022-06-20 01:00:00,0,0,2.27,11.4
2022-06-20 01:15:00,0,0,2.21,11.4
2022-06-20 01:30:00,0,0,1.11,11.2
2022-06-20 01:45:00,0,0,0.46,10.2
2022-06-20 02:00:00,0,0,1.01,10.1
2022-06-20 02:15:00,0,0,1.84,10.9
2022-06-20 02:30:00,0,0,1.69,11
2022-06-20 02:45:00,0,0,1.29,10.9
2022-06-20 03:00:00,0,0,0.64,10
2022-06-20 03:15:00,0,0,0.58,9.4
2022-06-20 03:30:00,0,0,1.71,10.2
2022-06-20 03:45:00,0,0,2.1,10.8
2022-06-20 04:00:00,0,0,1.99,10.8
2022-06-20 04:15:00,0,0,1.26,10.6
2022-06-20 04:30:00,0,0,1.24,10.3
2022-06-20 04:45:00,0,0,0.99,10
2022-06-20 05:00:00,0,0,0.47,9.3
2022-06-20 05:15:00,0.3,0,0.78,9.1
2022-06-20 05:30:00,3,0,1.47,9.8
2022-06-20 05:45:00,7.5,0,1.23,9.9
2022-06-20 06:00:00,17.9,0,1.07,10
2022-06-20 06:15:00,28.1,0,0.77,9.9
2022-06-20 06:30:00,27.3,0,0.44,9
2022-06-20 06:45:00,125.6,0,0.32,9
2022-06-20 07:00:00,173.3,0,0.39,10.6
2022-06-20 07:15:00,196.9,0,1.48,12.4
2022-06-20 07:30:00,262.9,0,1.96,13.2
2022-06-20 07:45:00,236.2,0,2.18,13.3
2022-06-20 08:00:00,300.8,0,2.05,13.4
2022-06-20 08:15:00,395.9,0,1.9,14.1
2022-06-20 08:30:00,420.8,0,2.17,14.2
2022-06-20 08:45:00,395.4,0,2.21,14.6
2022-06-20 09:00:00,404.6,0,2.11,14.5
2022-06-20 09:15:00,493.3,0,1.95,15.5
2022-06-20 09:30:00,682.7,0,2.19,16.3
2022-06-20 09:45:00,697.9,0,1.52,16.5
2022-06-20 10:00:00,663.9,0,1.8,16.3
2022-06-20 10:15:00,692.9,0,1.91,16.5
2022-06-20 10:30:00,725.7,0,1.91,16.9
2022-06-20 10:45:00,757.1,0,1.24,17.6
2022-06-20 11:00:00,787.1,0,1.69,17.9
2022-06-20 11:15:00,814.5,0,2.02,18.3
2022-06-20 11:30:00,835.3,0,1.74,18.8
2022-06-20 11:45:00,856.1,0,1.54,19.2
2022-06-20 12:00:00,873.7,0,1.84,19.7
2022-06-20 12:15:00,887.8,0,2.16,20
2022-06-20 12:30:00,899.7,0,2.05,20.2
2022-06-20 12:45:00,892.9,0,2.36,20.5
2022-06-20 13:00:00,890.7,0,2.02,20.8
2022-06-20 13:15:00,908.5,0,2.69,20.7
2022-06-20 13:30:00,891.7,0,2.01,21.2
2022-06-20 13:45:00,834.5,0,1.77,21.2
2022-06-20 14:00:00,753.1,0,2.18,21.2
2022-06-20 14:15:00,789,0,2.47,21.7
2022-06-20 14:30:00,812.9,0,2.13,21.5
2022-06-20 14:45:00,840.7,0,2,21.8
2022-06-20 15:00:00,839.5,0,2.36,22
2022-06-20 15:15:00,817.7,0,1.69,22.2
2022-06-20 15:30:00,794.4,0,1.74,22.4
2022-06-20 15:45:00,765.2,0,2.12,22.4
2022-06-20 16:00:00,732.7,0,2.4,22.3
2022-06-20 16:15:00,699.1,0,2.37,22.1
2022-06-20 16:30:00,669.5,0,2.08,22.2
2022-06-20 16:45:00,606.5,0,1.66,22
2022-06-20 17:00:00,548.7,0,1.85,21.7
2022-06-20 17:15:00,514,0,1.47,21.6
2022-06-20 17:30:00,524,0,1.91,21.7
2022-06-20 17:45:00,454.1,0,1.27,21.5
2022-06-20 18:00:00,420.9,0,1.56,21.4
2022-06-20 18:15:00,379.8,0,1.19,21.2
2022-06-20 18:30:00,336.9,0,1.32,21.1
2022-06-20 18:45:00,292.3,0,1.21,21
2022-06-20 19:00:00,245.1,0,1,20.7
2022-06-20 19:15:00,85.9,0,1.15,20.2
2022-06-20 19:30:00,34.4,0,0.9,19.6
2022-06-20 19:45:00,29.6,0,0.94,18.8
2022-06-20 20:00:00,27.4,0,0.88,17.8
2022-06-20 20:15:00,25.3,0,1.04,17
2022-06-20 20:30:00,22.4,0,1.03,16
2022-06-20 20:45:00,10.7,0,0.73,15
2022-06-20 21:00:00,3.1,0,0.75,14.4
2022-06-20 21:15:00,0,0,0.84,13.5
2022-06-20 21:30:00,0,0,0.91,12.3
2022-06-20 21:45:00,0,0,1.02,12.7
2022-06-20 22:00:00,0,0,1.13,12.3
2022-06-20 22:15:00,0,0,1.05,11.5
2022-06-20 22:30:00,0,0,1.34,12
2022-06-20 22:45:00,0,0,0.92,11.2
2022-06-20 23:00:00,0,0,0.86,11.3
2022-06-20 23:15:00,0,0,0.98,12.2
2022-06-20 23:30:00,0,0,0.82,11.6
2022-06-20 23:45:00,0,0,0.99,11.6
2022-06-21 00:00:00,0,0,0.98,11.4
2022-06-21 00:15:00,0,0,0.99,10.5
2022-06-21 00:30:00,0,0,0.97,10.3
2022-06-21 00:45:00,0,0,0.91,10.5
2022-06-21 01:00:00,0,0,0.7,10.4
2022-06-21 01:15:00,0,0,0.87,10.5
2022-06-21 01:30:00,0,0,1.13,11
2022-06-21 01:45:00,0,0,0.64,10.5
2022-06-21 02:00:00,0,0,0.52,10.3
2022-06-21 02:15:00,0,0,0.44,10.2
2022-06-21 02:30:00,0,0,0.36,9.8
2022-06-21 02:45:00,0,0,0.74,10.1
2022-06-21 03:00:00,0,0,0.52,10.1
2022-06-21 03:15:00,0,0,0.26,9.5
2022-06-21 03:30:00,0,0,0.66,10.4
2022-06-21 03:45:00,0,0,0.52,10.8
2022-06-21 04:00:00,0,0,0.27,10
2022-06-21 04:15:00,0,0,0.43,9.8
2022-06-21 04:30:00,0,0,0.54,9.9
2022-06-21 04:45:00,0,0,0.78,10
2022-06-21 05:00:00,0,0,0.82,10.1
2022-06-21 05:15:00,0,0,0.58,10.2
2022-06-21 05:30:00,1.5,0,0.63,10.3
2022-06-21 05:45:00,3.3,0,0.4,10.4
2022-06-21 06:00:00,8.8,0,0.61,10.6
2022-06-21 06:15:00,21.8,0,0.74,11.1
2022-06-21 06:30:00,34.3,0,0.62,11.6
2022-06-21 06:45:00,28.5,0,0.61,11.8
2022-06-21 07:00:00,30.6,0,1.1,11.9
2022-06-21 07:15:00,44.9,0,1.19,12.2
2022-06-21 07:30:00,63.3,0,1.05,12.6
2022-06-21 07:45:00,66.3,0,0.46,12.8
2022-06-21 08:00:00,83.4,0,0.68,13.4
2022-06-21 08:15:00,137.9,0,0.91,13.2
2022-06-21 08:30:00,163.7,0,0.99,13.7
2022-06-21 08:45:00,184,0,0.93,14.5
2022-06-21 09:00:00,222.6,0,0.66,15.3
2022-06-21 09:15:00,170.2,0,0.43,15.8
2022-06-21 09:30:00,234,0,1.67,15.6
2022-06-21 09:45:00,292.9,0,1.4,15.5
2022-06-21 10:00:00,324.9,0,1.44,16
2022-06-21 10:15:00,97.7,0,1,15.7
2022-06-21 10:30:00,147.3,0,1.12,15.4
2022-06-21 10:45:00,233.1,0,0.89,15.6
2022-06-21 11:00:00,258.9,0,1.31,16
2022-06-21 11:15:00,381,0,1.08,17
2022-06-21 11:30:00,464.4,0,0.79,18.5
2022-06-21 11:45:00,515.7,0,1.11,20
2022-06-21 12:00:00,332.3,0,0.88,19.9
2022-06-21 12:15:00,455.2,0,0.99,20.5
2022-06-21 12:30:00,453.5,0,0.93,20.9
2022-06-21 12:45:00,310.3,0,0.94,20.6
2022-06-21 13:00:00,358.1,0,1,20.6
2022-06-21 13:15:00,427.7,0,0.9,21.1
2022-06-21 13:30:00,563.4,0,1.1,21.9
2022-06-21 13:45:00,400.2,0,1.12,21.6
2022-06-21 14:00:00,514.7,0,0.8,22.1
2022-06-21 14:15:00,385.1,0,1.18,22.3
2022-06-21 14:30:00,215.8,0,1.3,21.7
2022-06-21 14:45:00,175.7,0,1.06,21.2
2022-06-21 15:00:00,164.9,0,1.25,19.3
2022-06-21 15:15:00,129.3,0,1.19,18.6
2022-06-21 15:30:00,115.5,0,0.88,18.2
2022-06-21 15:45:00,131.9,0,0.96,18.2
2022-06-21 16:00:00,180.1,0,1.63,18.4
2022-06-21 16:15:00,207.8,0,1.72,18.6
2022-06-21 16:30:00,272.9,0,1.77,18.6
2022-06-21 16:45:00,225.7,0,1.13,18.7
2022-06-21 17:00:00,108.1,0,1.28,18.5
2022-06-21 17:15:00,72.7,0,1.21,18.2
2022-06-21 17:30:00,120.5,0,1.5,18.1
2022-06-21 17:45:00,227,0,1.62,18.6
2022-06-21 18:00:00,311.8,0,1.79,19.3
2022-06-21 18:15:00,354.8,0,1.72,20
2022-06-21 18:30:00,317.8,0,1.64,20.4
2022-06-21 18:45:00,126.4,0,1.45,20.1
2022-06-21 19:00:00,100.8,0,1.41,19.3
2022-06-21 19:15:00,118.5,0,1.54,18.9
2022-06-21 19:30:00,77.1,0,1.79,18.9
2022-06-21 19:45:00,36.1,0,1.93,18.4
2022-06-21 20:00:00,55.3,0,1.56,18.2
2022-06-21 20:15:00,32.1,0,1.49,17.8
2022-06-21 20:30:00,19.1,0,1.29,17.4
2022-06-21 20:45:00,6.5,0,0.92,17
2022-06-21 21:00:00,0.7,0,0.79,16.6
2022-06-21 21:15:00,0,0,0.81,16.1
2022-06-21 21:30:00,0,0,0.87,15.6
2022-06-21 21:45:00,0,0,0.96,15.3
2022-06-21 22:00:00,0,0,0.69,15
2022-06-21 22:15:00,0,0,0.75,14.8
2022-06-21 22:30:00,0,0,1.03,14.5
2022-06-21 22:45:00,0,0,0.77,14.3
2022-06-21 23:00:00,0,0,0.38,14
2022-06-21 23:15:00,0,0,0.65,13.9
2022-06-21 23:30:00,0,0,0.87,13.8
2022-06-21 23:45:00,0,0,1.1,13.7
2022-06-22 00:00:00,0,0,0.7,13.6
2022-06-22 00:15:00,0,0,0.52,13.5
2022-06-22 00:30:00,0,0,0.42,13.4
2022-06-22 00:45:00,0,0,0.52,13.4
2022-06-22 01:00:00,0,0,0.42,13.2
2022-06-22 01:15:00,0,0,0.53,13.1
2022-06-22 01:30:00,0,0,0.54,13.2
2022-06-22 01:45:00,0,0,0.45,13.1
2022-06-22 02:00:00,0,0,0.62,13.2
2022-06-22 02:15:00,0,0,0.41,13.3
2022-06-22 02:30:00,0,0,0.54,13.5
2022-06-22 02:45:00,0,0,0.63,13.6
2022-06-22 03:00:00,0,0,0.65,13.7
2022-06-22 03:15:00,0,0,0.61,13.8
2022-06-22 03:30:00,0,0,0.52,13.9
2022-06-22 03:45:00,0,0,0.54,13.8
2022-06-22 04:00:00,0,0,0.88,13.8
2022-06-22 04:15:00,0,0,0.48,13.7
2022-06-22 04:30:00,0,0,0.74,13.7
2022-06-22 04:45:00,0,0,0.87,13.7
2022-06-22 05:00:00,0,0,0.71,13.7
2022-06-22 05:15:00,0.2,0,0.94,13.6
2022-06-22 05:30:00,2.9,0,1.02,13.7
2022-06-22 05:45:00,12.6,0,1.01,13.8
2022-06-22 06:00:00,33.3,0,0.93,14
2022-06-22 06:15:00,70.3,0,1.2,14.4
2022-06-22 06:30:00,127.5,0,0.98,15.1
2022-06-22 06:45:00,158.5,0,1.04,16
2022-06-22 07:00:00,172.1,0,1.26,16.5
2022-06-22 07:15:00,142.7,0,1.28,16.8
2022-06-22 07:30:00,148.5,0,1.34,17.1
2022-06-22 07:45:00,170.5,0,1.35,17.5
2022-06-22 08:00:00,157.1,0,1.48,17.9
2022-06-22 08:15:00,175.8,0,1.35,18.4
2022-06-22 08:30:00,234.5,0,0.95,18.7
2022-06-22 08:45:00,341.8,0,1.07,19
2022-06-22 09:00:00,461.5,0,1.49,19.5
2022-06-22 09:15:00,303.7,0,1.35,19.2
2022-06-22 09:30:00,521.3,0,1.46,19.9
2022-06-22 09:45:00,578.9,0,1.55,20.3
2022-06-22 10:00:00,623.8,0,1.58,20.8
2022-06-22 10:15:00,653.2,0,1.64,21.6
2022-06-22 10:30:00,686.5,0,1.7,22
2022-06-22 10:45:00,724.2,0,2.27,22.1
2022-06-22 11:00:00,731.9,0,2.39,22.1
2022-06-22 11:15:00,675.7,0,2.4,22.1
2022-06-22 11:30:00,647.9,0,2.18,22
2022-06-22 11:45:00,753.9,0,2.48,22.5
2022-06-22 12:00:00,826,0,2.78,22.5
2022-06-22 12:15:00,839.9,0,2.59,22.6
2022-06-22 12:30:00,842.5,0,2.82,22.5
2022-06-22 12:45:00,764.6,0,2.85,22.5
2022-06-22 13:00:00,850.2,0,2.67,23.2
2022-06-22 13:15:00,856.4,0,3.03,23.4
2022-06-22 13:30:00,844.5,0,2.86,23.7
2022-06-22 13:45:00,788.2,0,2.72,24
2022-06-22 14:00:00,727.7,0,2.92,24
2022-06-22 14:15:00,770.4,0,3.15,24
2022-06-22 14:30:00,749.5,0,2.79,24
2022-06-22 14:45:00,631.7,0,2.74,23.5
2022-06-22 15:00:00,703.9,0,2.96,23.5
2022-06-22 15:15:00,535.7,0,2.33,23.3
2022-06-22 15:30:00,612.7,0,2.5,23.3
2022-06-22 15:45:00,449.8,0,2.73,23.1
2022-06-22 16:00:00,640.6,0,2.37,23.2
2022-06-22 16:15:00,585.3,0,2.76,22.9
2022-06-22 16:30:00,284.9,0,2.38,22
2022-06-22 16:45:00,398.7,0,2.58,21.9
2022-06-22 17:00:00,419.1,0,3.18,21.9
2022-06-22 17:15:00,188.3,0,2.66,21.3
2022-06-22 17:30:00,257.4,0,2.83,21.1
2022-06-22 17:45:00,225.5,0,2.97,20.8
2022-06-22 18:00:00,394.5,0,2.78,20.7
2022-06-22 18:15:00,187.5,0,2.72,20.7
2022-06-22 18:30:00,84.7,0,2.83,20.2
2022-06-22 18:45:00,144.6,0,2.88,20
2022-06-22 19:00:00,150.9,0,2.4,20
2022-06-22 19:15:00,49.5,0,1.83,19.9
2022-06-22 19:30:00,63.3,0,2.39,19.7
2022-06-22 19:45:00,30.6,0,2.12,19.4
2022-06-22 20:00:00,10.5,0,1.14,19.3
2022-06-22 20:15:00,30.7,0,1.94,20
2022-06-22 20:30:00,14,0,1.14,19.9
2022-06-22 20:45:00,2.9,0,1.43,19.7
2022-06-22 21:00:00,1.5,0,1.11,19.4
2022-06-22 21:15:00,0.1,0,1.54,19.2
2022-06-22 21:30:00,0,0,1.49,19
2022-06-22 21:45:00,0,0,1.47,18.9
2022-06-22 22:00:00,0,0,1.77,18.7
2022-06-22 22:15:00,0,0,2.06,18.6
2022-06-22 22:30:00,0,0,1.79,18.6
2022-06-22 22:45:00,0,0,1.18,18.4
2022-06-22 23:00:00,0,0,2.03,18.4
2022-06-22 23:15:00,0,0,2.51,18.3
2022-06-22 23:30:00,0,0,1.78,18.2
2022-06-22 23:45:00,0,0,1.98,18
2022-06-23 00:00:00,0,0,1.92,17.9
2022-06-23 00:15:00,0,0,1.63,17.8
2022-06-23 00:30:00,0,0,1.95,17.5
2022-06-23 00:45:00,0,0,1.77,17.2
2022-06-23 01:00:00,0,0,1.74,17.2
2022-06-23 01:15:00,0,0,1.55,17.1
2022-06-23 01:30:00,0,0,1.49,16.5
2022-06-23 01:45:00,0,0.034,1.37,16.2
2022-06-23 02:00:00,0,0.255,1.16,16.1
2022-06-23 02:15:00,0,0.46,1.45,15.8
2022-06-23 02:30:00,0,0.068,1.47,15.7
2022-06-23 02:45:00,0,0.017,1.15,15.7
2022-06-23 03:00:00,0,0.034,1.26,15.6
2022-06-23 03:15:00,0,0.187,1.5,15.6
2022-06-23 03:30:00,0,0.17,1.41,15.5
2022-06-23 03:45:00,0,0.051,1.33,15.4
2022-06-23 04:00:00,0,0.017,1.15,15.5
2022-06-23 04:15:00,0,0,1,15.4
2022-06-23 04:30:00,0,0,0.91,15.4
2022-06-23 04:45:00,0,0,1,15.4
2022-06-23 05:00:00,0,0,0.95,15.4
2022-06-23 05:15:00,0,0,1.15,15.5
2022-06-23 05:30:00,0,0,1.45,15.6
2022-06-23 05:45:00,0.7,0,1.43,15.6
2022-06-23 06:00:00,1.7,0,1.42,15.6
2022-06-23 06:15:00,2.6,0,1.06,15.6
2022-06-23 06:30:00,4.5,0,0.86,15.6
2022-06-23 06:45:00,9.6,0,0.9,15.6
2022-06-23 07:00:00,18.9,0,1.05,15.8
2022-06-23 07:15:00,17.2,0,1.55,15.9
2022-06-23 07:30:00,16.8,0,1.03,15.9
2022-06-23 07:45:00,19.9,0,1.16,15.9
2022-06-23 08:00:00,23.6,0,1.2,16
2022-06-23 08:15:00,61.1,0,1.32,16
2022-06-23 08:30:00,67.6,0,0.85,16.2
2022-06-23 08:45:00,55.3,0,1.03,16.3
2022-06-23 09:00:00,68.1,0,1.29,16.6
